Kanda/Book,Sarga/Chapter,Shloka/Verse Number,English Translation
Kishkindha Kanda,40,16,"""Oh, Vinata, the best vanara, you are an expert in determining the tasks in consonance with time, place and probity. Hence, you along with vanara-s, whose glow shall be like the moon and sun for they shall be from the progeny of Sun and Moon, and even accompanied with a hundred thousand, say one lakh, other powerful vanara-s, shall go over Eastern direction of the earth inclusive of its mountains, woodlands and forests. [4-40-17b, 18, 19a]"
Kishkindha Kanda,40,17,"""There in the East, the forests, mountains and impassable places shall be searched for the princess from Videha kingdom, namely Seetha, and even for the residency of Ravana. [4-40-19b, 20a]"
Kishkindha Kanda,40,18,"""Search shall be conducted at the riversides of heartening rivers like River Bhaagiirathi, another name for River Ganga, and River Sarayu, like that at River Kaushiki, and at the pleasing surrounds of River Yamuna, and on Mt. Kalinda, as well at River Saraswati, River Sindhu and at the river whose waters are lustrous like gems, namely River Shona, and further at River Mahi and River Kaalamahi which rivers are brightened by mountains and forests surrounding them. And the kingdoms like Brahmamaala, Videha, Maalva, Kaashi, and Kosala, and in Maagadha, which kingdom has grand villages, and in that way, also in the kingdoms of Pundra and Anga, and in the countries of the kings called Koshakaara, and in the provinces of silver mines search is to be conducted. [4-40-20b, 21, 22, 23]"
Kishkindha Kanda,40,24,"""While you explore those places in their entirety, thereabout you have to search for Rama's dear wife and king Dasharatha's daughter-in-law Seetha."
Kishkindha Kanda,40,20,"""Oh, forest dwelling vanara-s, you shall search on the mountains and in the townships that are steeped in the ocean. And you have to search on the peak of Mt. Mandara, where some extensive and unsightly beings are harboured, and at places where some other beings live with odd physical features. Some of them have no ears, while some have their lips as their ears. Some are with grisly faces like iron-faced-beings while some beings, although they are single-footed, yet they are very rapid. While some tribals are unkillable and mighty man-eaters, some other have golden complexion, and they will be pleasant in their appearance with towering wisps. Some other tribals who live on islands budging underwater as they are raw fish eaters and they are observed upon as horrific man-tigers i.e., half-man and half-tiger, like mermaids. All of their dwellings are to be searched in jambuu dwiipa, the tableland that contains bharata varSa, namely India. And you have to go beyond this to other easterly places that are reachable either by mountaineering, or by hopping, or even by boating. [4-40-25, 26, 27, 28, 29]"
Kishkindha Kanda,40,21,"""You strive hard in the island of Yava, which will be splendorous with seven kingdoms, like that even in Golden and Silver islands that are enwreathed with gold-mines, in and around Yava islands. On crossing over Yava Island, there is a mountain named Shishira, which touches heaven with its peak, and which gods and demons adore. You shall collectively rake through all the impassable mountains, waterfalls, and forests in these islands for the glorious wife of Rama. [4-40-30, 31, 32]"
Kishkindha Kanda,40,34,"""Then, having gone to the other coast of the ocean you reach River Shona, waters of which will be reddish with deep and speedy drift, and which is adored by siddha-s and carana-s. You have to scout thereabout for Vaidehi as well as for Ravana, at those beautiful ghats, say littorals of that Shona River, and in the amazing forests alongshore. Then proceed to an island called Plaksha Island."
Kishkindha Kanda,40,35,"""On that Plaksha Island very vast rivers emerge from mountains, but alongshore they have many pleasure gardens. You have to search in those gardens and at rivers together with cavernous mountains and forests of that island, and then proceed to Ikshu Island."
Kishkindha Kanda,40,36,"""It will be apt of you to proceed from there and see the terribly furious, tempestuous, blaring, and tide-ripped ocean called ikshu samudra, Salt Ocean, and that ocean's islands which will be extremely ghastly."
Kishkindha Kanda,40,25,"""That ocean which mirrors a dark cloud and hallowed by great serpents, and which blares blatantly is to be traversed only by it shores or tactfully, to avoid shadow-capturing of its inhabitants. There you will see colossal bodied demons with everlasting hunger inhibiting that ocean, which demons always capture prey by the shadow of prey as endued by Brahma. [4-40-37, 38]"
Kishkindha Kanda,40,39,"""From there, on going to the disastrous ocean named Lohita, Red Ocean, for its waters are red, you shall see the colossal tree Kuuta-shalmali. This island is called shaalmali dwiipa, Shaalmali Island because oif this tree."
Kishkindha Kanda,40,40,"""On that Shalmali Island in Wine Ocean you will be seeing the mansion of Vinata's son, namely Garuda, the Eagle-vehicle of Vishnu, which is decorated with numerous jewels, and which in sheen will be like Mt. Kailash, the abode of Shiva. This mansion is a construction of Vishvakarma, the Heavenly Architect."
Kishkindha Kanda,40,41,"""Thereabout horrifying and merciless demons of various shapes and similar to mountains in size, called Mandeha-s, will be dangling upside down from mountain peaks."
Kishkindha Kanda,40,29,"""Day after day those demons will be falling in water when sun always burns them at sunrise and when the impetus of Gayatri hymn fells them down, yet they will be resurfacing and dangling on the mountaintops day after day. [4-40-42, 43a]"
Kishkindha Kanda,40,30,"""Oh, unassailable vanara-s, on your going therefrom you shall see the milk ocean, which will be like a whitish cloud in its shine, and even like a pearly necklace while her ripples will be swaying. [4-40-43b, 44a]"
Kishkindha Kanda,40,31,"""In the centre of that milk ocean there is a white mountain of colossal size, named Rishabha, surrounded with closely growing trees ever flowered with flowers of heavenly fragrance. And a lake renowned as Lake Sudarshana is also there, which is replete with silvery lotuses whose fibrils are golden in sparkle, and in which kingly swans will be scampering about. [4-40-44b, 45, 46a]"
Kishkindha Kanda,40,32,"""To enjoy frolicking in that Sudarshana Lake the gods, caarana-s, yaksha-s, kinnaraa-s and hosts of apsara females will be arriving at that lotus-lake gladsomely. [4-40-46b, 47a]"
Kishkindha Kanda,40,33,"""And on crossing over the milky ocean, oh vanara-s, then you will be immediately seeing the soft-water ocean which will be frightening to all beings. [4-40-47b, 48a]"
Kishkindha Kanda,40,34,"""There exists a fantastically refulgent Fire in the form of Horse's Face that originated from the anger of Sage Aurasa. The victuals to that Fire is said to be that highly speedy waves of the ocean, together with all of the mobile and sessile beings of the world at the close of each Era. [4-40-48b, 49a]"
Kishkindha Kanda,40,35,"""There the high squealing sounds of oceanic beings dwelling undersea are audible, and although they are capable ones, they are incapacitated on feeling Fire from the Horse Mouth as such they yell. [4-40-49b, c]"
Kishkindha Kanda,40,50,"""On the northern province of that soft-water ocean there is a hugely enormous mountain named Jaataruupa-shila, Golden Rock Mountain, which glitters like gold and which spreads across thirteen yojana-s."
Kishkindha Kanda,40,37,"""There you shall see then, oh, vanara-s, the lotus-petal broad-eyed thousand-hooded serpent god in black clothing, namely Ananta, sitting on the top of that mountain and sustaining the earth on his head, who will be like moon in his brilliance and whom all beings hold in reverence. [4-40-51, 52]"
Kishkindha Kanda,40,53,"""A golden pylon resembling a palm tree with three branches as its heads is established on the peak of that mountain as the insignia of that great-souled Ananta, and it will be lustrous with a golden podium."
Kishkindha Kanda,40,39,"""That pylon of palm tree is constructed as the easterly compass by celestials gods, and beyond that a completely golden mountain is there, namely the august Udaya Mountain, the Mt. Sunrise, beyond which it is all west. The pinnacles of Mt. Sunrise will be touching heavens for their height is hundred yojana-s and that divine mountain greatly glitters for it is completely golden, and it is pedestalled with suchlike glittering mountains. [4-40-54, 55]"
Kishkindha Kanda,40,56,"""That Mt. Sunrise will be splendorous with well flowered and beautiful saala, palm, Tamaala, and Karnikaara trees which are completely golden in hue and which will be glittering similar to sun."
Kishkindha Kanda,40,57,"""On the apex of that Mt. Sunrise there is another pinnacle with one yojana width and ten yojana-s height named Saumanasa, which is completely golden and very firm."
Kishkindha Kanda,40,58,"""Earlier while treading the three worlds in the incarnation of Trivikrama, the Supreme Person Vishnu made His first foothold on that pinnacle Saumanasa, and the second on the pinnacle of Mt. Meru to tread the heavens."
Kishkindha Kanda,40,59,"""The Sun is by far discernable in Jambu Dwiipa when he rises on this zenithal pinnacle Saumanasa, after he had circled the Jambu Dwiipa in a northerly route."
Kishkindha Kanda,40,60,"""There the great-sages with nomenclature of Vaikhanasa-s and Vaalakhilyaa-s will come into view with an ambience of luminosity, for those ascetics will be with the resplendence of the Sun."
Kishkindha Kanda,40,61,"""In the presence of which resplendence the eyes of all living beings will become enlightened, and whereat that illuminating entity of universe, namely the Sun, will be sojourning, this is that Sudarshana Island, named so because it contains Sudarshana lake."
Kishkindha Kanda,40,62,"""On the top of that Mt. Sunrise, and even in its cave and forests of that island Ravana is to be searched, together with Seetha."
